"","Matricula","Plantel","Turno","Estatus","Materias","Cal","Anho","PeriodoCert","Gen","Lic","Periodo"
"1514","12-008-0028","PESCER","M","ACTIVO","SISTEMA NO JURISDICCIONAL DE LOS DERECHOS HUMANOS","NC","21","Primer","12","Derecho",1-01-21
"1515","12-008-0028","PESCER","M","ACTIVO","DERECHO INDIGENA","NC","21","Primer","12","Derecho",1-01-21
"1516","12-008-0028","PESCER","M","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","NC","21","Primer","12","Derecho",1-01-21
"1517","12-008-0028","PESCER","M","ACTIVO","DERECHO INDIGENA","NC","21","Segundo","12","Derecho",1-12-21
"1518","12-008-0028","PESCER","M","ACTIVO","FILOSOFIA DEL DERECHO","NC","22","Primer","12","Derecho",1-06-22
"1519","12-008-0028","PESCER","M","ACTIVO","LENGUAJE Y PENSAMIENTO III","NC","22","Primer","12","Derecho",1-06-22
"1520","12-009-0019","PESCER","M","ACTIVO","REGIMEN DE COMERCIO EXTERIOR","NC","20","Segundo","12","Derecho",1-09-20
"1521","12-009-0019","PESCER","M","ACTIVO","DERECHO INTERNACIONAL PRIVADO","NC","20","Segundo","12","Derecho",1-09-20
"1522","12-009-0019","PESCER","M","ACTIVO","DERECHO AMBIENTAL","NC","20","Segundo","12","Derecho",1-09-20
"1523","12-009-0019","PESCER","M","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS III","NC","20","Segundo","12","Derecho",1-09-20
"1524","12-009-0019","PESCER","M","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA III","NC","20","Segundo","12","Derecho",1-09-20
"1525","12-009-0019","PESCER","M","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","NC","20","Segundo","12","Derecho",1-09-20
"1526","12-009-0019","PESCER","M","ACTIVO","FUNDAMENTOS CONSTITUCIONALES DEL ESTADO MEXICANO","NC","20","Segundo","12","Derecho",1-09-20
"1527","12-009-0019","PESCER","M","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","NC","21","Primer","12","Derecho",1-01-21
"1528","12-009-0019","PESCER","M","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","NC","21","Primer","12","Derecho",1-01-21
"1529","12-009-0019","PESCER","M","ACTIVO","DERECHO INDIGENA","NC","21","Primer","12","Derecho",1-01-21
"1530","12-009-0019","PESCER","M","ACTIVO","SISTEMA NO JURISDICCIONAL DE LOS DERECHOS HUMANOS","NC","21","Primer","12","Derecho",1-01-21
"1531","12-009-0019","GAM","M","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA II","C","21","Segundo","12","Derecho",1-12-21
"1532","12-009-0019","GAM","M","ACTIVO","CLINICA PROCESAL","NC","21","Segundo","12","Derecho",1-12-21
"1533","12-009-0019","GAM","M","ACTIVO","DERECHO ADMINISTRATIVO","NC","21","Segundo","12","Derecho",1-12-21
"1534","12-009-0019","GAM","M","ACTIVO","DERECHO INTERNACIONAL PUBLICO","NC","21","Segundo","12","Derecho",1-12-21
"1535","12-009-0019","GAM","M","ACTIVO","BIENES Y SUCESIONES","NC","21","Segundo","12","Derecho",1-12-21
"1536","12-009-0026","PESCER","M","ACTIVO","DERECHO INTERNACIONAL PRIVADO","C","20","Segundo","12","Derecho",1-09-20
"1537","12-009-0026","PESCER","M","ACTIVO","DERECHO AMBIENTAL","C","20","Segundo","12","Derecho",1-09-20
"1538","12-009-0026","PESCER","M","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","NC","21","Primer","12","Derecho",1-01-21
"1539","12-009-0026","PESCER","M","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","NC","21","Primer","12","Derecho",1-01-21
"1540","12-009-0026","PESCER","M","ACTIVO","DERECHOS HUMANOS","C","22","Primer","12","Derecho",1-06-22
"1541","12-009-0026","PESCER","M","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","C","22","Primer","12","Derecho",1-06-22
"1542","12-009-0027","PESCER","M","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS III","NC","20","Segundo","12","Derecho",1-09-20
"1543","12-009-0027","PESCER","M","ACTIVO","FUNDAMENTOS CONSTITUCIONALES DEL ESTADO MEXICANO","NC","20","Segundo","12","Derecho",1-09-20
"1544","12-009-0027","PESCER","M","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA III","NC","20","Segundo","12","Derecho",1-09-20
"1545","12-009-0027","PESCER","M","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","NC","20","Segundo","12","Derecho",1-09-20
"1546","12-009-0027","PESCER","M","ACTIVO","DERECHO INTERNACIONAL PRIVADO","NC","20","Segundo","12","Derecho",1-09-20
"1547","12-009-0027","PESCER","M","ACTIVO","REGIMEN DE COMERCIO EXTERIOR","NC","20","Segundo","12","Derecho",1-09-20
"1548","12-009-0027","PESCER","M","ACTIVO","DERECHO AMBIENTAL","NC","20","Segundo","12","Derecho",1-09-20
"1549","12-009-0027","PESCER","M","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS III","NC","22","Primer","12","Derecho",1-06-22
"1550","12-009-0030","PESCER","M","ACTIVO","DERECHO CONSTITUCIONAL","C","22","Primer","12","Derecho",1-06-22
"1551","12-009-0030","PESCER","M","ACTIVO","DERECHOS HUMANOS","C","22","Primer","12","Derecho",1-06-22
"1552","12-009-0030","PESCER","M","ACTIVO","PERSONA Y FAMILIA","C","22","Primer","12","Derecho",1-06-22
"1553","12-009-0030","PESCER","M","ACTIVO","REGIMEN JURIDICO DEL DISTRITO FEDERAL","C","22","Primer","12","Derecho",1-06-22
"1554","12-011-0037","GAM","V","ACTIVO","BIENES Y SUCESIONES","C","20","Primer","12","Derecho",1-06-20
"1555","12-011-0037","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","NC","20","Primer","12","Derecho",1-06-20
"1556","12-011-0037","GAM","V","ACTIVO","REGIMEN DE COMERCIO EXTERIOR","C","20","Primer","12","Derecho",1-06-20
"1557","12-011-0037","GAM","V","ACTIVO","PROCESOS EN PARTICULAR","C","20","Primer","12","Derecho",1-06-20
"1558","12-011-0037","GAM","V","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","C","21","Primer","12","Derecho",1-01-21
"1559","12-011-0037","GAM","V","ACTIVO","SEMINARIO DE TESIS","C","21","Primer","12","Derecho",1-01-21
"1560","12-011-0037","GAM","V","ACTIVO","CLINICA PROCESAL","C","21","Primer","12","Derecho",1-01-21
"1561","12-011-0037","GAM","V","ACTIVO","CONTRATOS","C","21","Primer","12","Derecho",1-01-21
"1562","12-011-0037","GAM","V","ACTIVO","DERECHO AGRARIO","C","21","Primer","12","Derecho",1-01-21
"1563","12-011-0037","GAM","V","ACTIVO","DERECHO INDIGENA","C","21","Primer","12","Derecho",1-01-21
"1564","12-011-0037","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","C","21","Primer","12","Derecho",1-01-21
"1565","12-011-0037","GAM","V","ACTIVO","DERECHO INTERNACIONAL DE LOS DERECHOS HUMANOS","C","21","Primer","12","Derecho",1-01-21
"1566","12-011-0037","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","C","21","Primer","12","Derecho",1-06-21
"1567","12-011-0037","GAM","V","ACTIVO","TEORIA DE LA NORMA PENAL","C","21","Primer","12","Derecho",1-06-21
"1568","12-011-0092","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","C","20","Primer","12","Derecho",1-06-20
"1569","12-011-0092","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","NC","20","Primer","12","Derecho",1-06-20
"1570","12-011-0092","GAM","V","ACTIVO","METODOS Y TECNICAS DE INVESTIGACION","NC","20","Primer","12","Derecho",1-06-20
"1571","12-011-0092","CH","V","ACTIVO","LENGUAJE Y PENSAMIENTO I","C","20","Primer","12","Derecho",1-06-20
"1572","12-011-0092","GAM","V","ACTIVO","LECTURA DE TEXTOS EN INGLES III","C","20","Segundo","12","Derecho",1-09-20
"1573","12-011-0092","GAM","V","ACTIVO","LECTURA DE TEXTOS EN INGLES II","C","20","Segundo","12","Derecho",1-09-20
"1574","12-011-0092","GAM","V","ACTIVO","SEMINARIO DE TESIS","NC","20","Segundo","12","Derecho",1-09-20
"1575","12-011-0092","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","NC","20","Segundo","12","Derecho",1-09-20
"1576","12-011-0092","GAM","V","ACTIVO","METODOS Y TECNICAS DE INVESTIGACION","NC","21","Primer","12","Derecho",1-01-21
"1577","12-011-0092","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","C","21","Primer","12","Derecho",1-01-21
"1578","12-011-0175","GAM","V","ACTIVO","REGIMEN JURIDICO DEL DISTRITO FEDERAL","C","20","Primer","12","Derecho",1-06-20
"1579","12-011-0175","GAM","V","ACTIVO","FILOSOFIA DEL DERECHO","C","20","Primer","12","Derecho",1-06-20
"1580","12-011-0175","GAM","V","ACTIVO","DERECHO CONSTITUCIONAL","C","20","Primer","12","Derecho",1-06-20
"1581","12-011-0175","GAM","V","ACTIVO","DERECHO AMBIENTAL","C","20","Primer","12","Derecho",1-06-20
"1582","12-011-0175","GAM","V","ACTIVO","DERECHO ADMINISTRATIVO","NC","21","Primer","12","Derecho",1-01-21
"1583","12-011-0175","GAM","V","ACTIVO","PSICOLOGIA SOCIAL I","NC","21","Primer","12","Derecho",1-01-21
"1584","12-011-0175","GAM","V","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS II","C","21","Primer","12","Derecho",1-01-21
"1585","12-011-0175","GAM","V","ACTIVO","DERECHO INTERNACIONAL DE LOS DERECHOS HUMANOS","NC","21","Primer","12","Derecho",1-01-21
"1586","12-011-0175","GAM","V","ACTIVO","HISTORIA DEL DERECHO","NC","21","Primer","12","Derecho",1-01-21
"1587","12-011-0175","GAM","V","ACTIVO","DERECHO FISCAL","NC","21","Primer","12","Derecho",1-06-21
"1588","12-011-0175","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","NC","21","Primer","12","Derecho",1-06-21
"1589","12-011-0175","GAM","V","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS I","C","21","Primer","12","Derecho",1-06-21
"1590","12-011-0175","GAM","V","ACTIVO","DERECHOS HUMANOS","NC","21","Primer","12","Derecho",1-06-21
"1591","12-011-0175","GAM","V","ACTIVO","DERECHO ADMINISTRATIVO","C","21","Segundo","12","Derecho",1-12-21
"1592","12-011-0175","GAM","V","ACTIVO","SEMINARIO DE TESIS","C","21","Segundo","12","Derecho",1-12-21
"1593","12-011-0175","GAM","V","ACTIVO","DERECHO INTERNACIONAL DE LOS DERECHOS HUMANOS","C","21","Segundo","12","Derecho",1-12-21
"1594","12-011-0175","GAM","V","ACTIVO","LECTURA DE TEXTOS EN INGLES II","NC","21","Segundo","12","Derecho",1-12-21
"1595","12-011-0175","GAM","V","ACTIVO","HISTORIA DEL DERECHO","C","21","Segundo","12","Derecho",1-12-21
"1596","12-011-0175","GAM","V","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","NC","22","Primer","12","Derecho",1-06-22
"1597","12-011-0175","GAM","V","ACTIVO","DERECHO FISCAL","NC","22","Primer","12","Derecho",1-06-22
"1598","12-011-0175","GAM","V","ACTIVO","ELEMENTOS BASICOS DEL DERECHO","NC","22","Primer","12","Derecho",1-06-22
"1599","12-011-0175","GAM","V","ACTIVO","LENGUAJE Y PENSAMIENTO I","NC","22","Primer","12","Derecho",1-06-22
"1600","12-011-0180","GAM","V","ACTIVO","REGIMEN JURIDICO DEL DISTRITO FEDERAL","C","20","Primer","12","Derecho",1-06-20
"1601","12-011-0180","GAM","V","ACTIVO","DERECHO CONSTITUCIONAL","C","20","Primer","12","Derecho",1-06-20
"1602","12-011-0180","GAM","V","ACTIVO","FILOSOFIA DEL DERECHO","C","20","Primer","12","Derecho",1-06-20
"1603","12-011-0180","GAM","V","ACTIVO","DERECHO AMBIENTAL","C","20","Primer","12","Derecho",1-06-20
"1604","12-011-0180","GAM","V","ACTIVO","DERECHO INTERNACIONAL DE LOS DERECHOS HUMANOS","NC","21","Primer","12","Derecho",1-01-21
"1605","12-011-0180","GAM","V","ACTIVO","DERECHO ADMINISTRATIVO","C","21","Primer","12","Derecho",1-01-21
"1606","12-011-0180","GAM","V","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS II","C","21","Primer","12","Derecho",1-01-21
"1607","12-011-0180","GAM","V","ACTIVO","HISTORIA DEL DERECHO","C","21","Primer","12","Derecho",1-01-21
"1608","12-011-0180","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","NC","21","Primer","12","Derecho",1-06-21
"1609","12-011-0180","GAM","V","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS I","C","21","Primer","12","Derecho",1-06-21
"1610","12-011-0180","GAM","V","ACTIVO","DERECHO FISCAL","NC","21","Primer","12","Derecho",1-06-21
"1611","12-011-0180","GAM","V","ACTIVO","DERECHOS HUMANOS","NC","21","Primer","12","Derecho",1-06-21
"1612","12-011-0180","GAM","V","ACTIVO","SEMINARIO DE TESIS","C","21","Segundo","12","Derecho",1-12-21
"1613","12-011-0180","GAM","V","ACTIVO","DERECHO INTERNACIONAL DE LOS DERECHOS HUMANOS","C","21","Segundo","12","Derecho",1-12-21
"1614","12-011-0180","GAM","V","ACTIVO","LECTURA DE TEXTOS EN INGLES II","NC","21","Segundo","12","Derecho",1-12-21
"1615","12-011-0180","GAM","V","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","NC","22","Primer","12","Derecho",1-06-22
"1616","12-011-0180","GAM","V","ACTIVO","DERECHO FISCAL","NC","22","Primer","12","Derecho",1-06-22
"1617","12-011-0180","GAM","V","ACTIVO","ELEMENTOS BASICOS DEL DERECHO","NC","22","Primer","12","Derecho",1-06-22
"1618","12-011-0180","GAM","V","ACTIVO","LENGUAJE Y PENSAMIENTO I","NC","22","Primer","12","Derecho",1-06-22
"1619","12-011-0776","GAM","V","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS II","NC","21","Primer","12","Derecho",1-01-21
"1620","12-011-0776","GAM","V","ACTIVO","BIENES Y SUCESIONES","NC","21","Primer","12","Derecho",1-01-21
"1621","12-011-0776","GAM","V","ACTIVO","DERECHO AGRARIO","NC","21","Primer","12","Derecho",1-01-21
"1622","12-011-0776","GAM","V","ACTIVO","HISTORIA DEL DERECHO","C","21","Primer","12","Derecho",1-01-21
"1623","12-011-0905","GAM","V","ACTIVO","DERECHO ADMINISTRATIVO","NC","20","Primer","12","Derecho",1-06-20
"1624","12-011-0905","GAM","V","ACTIVO","ARGUMENTACION JURIDICA","C","20","Primer","12","Derecho",1-06-20
"1625","12-011-0957","GAM","V","ACTIVO","ARGUMENTACION JURIDICA","C","20","Primer","12","Derecho",1-06-20
"1626","12-011-1009","GAM","V","ACTIVO","DERECHO AMBIENTAL","C","20","Primer","12","Derecho",1-06-20
"1627","12-011-1009","GAM","V","ACTIVO","REGIMEN DE COMERCIO EXTERIOR","C","20","Primer","12","Derecho",1-06-20
"1628","12-011-1009","GAM","V","ACTIVO","DERECHO INDIGENA","C","20","Primer","12","Derecho",1-06-20
"1629","12-011-1009","GAM","V","ACTIVO","DERECHO DE AMPARO","C","20","Primer","12","Derecho",1-06-20
"1630","12-011-1009","GAM","V","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","C","20","Primer","12","Derecho",1-06-20
"1631","12-011-1009","GAM","V","ACTIVO","ARGUMENTACION JURIDICA","NC","20","Primer","12","Derecho",1-06-20
"1632","12-011-1009","GAM","V","ACTIVO","DERECHO INTERNACIONAL PRIVADO","C","20","Primer","12","Derecho",1-06-20
"1633","12-011-1009","GAM","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA III","NC","20","Primer","12","Derecho",1-06-20
"1634","12-011-1009","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","NC","20","Primer","12","Derecho",1-06-20
"1635","12-011-1009","GAM","V","ACTIVO","LENGUAJE Y PENSAMIENTO I","C","20","Primer","12","Derecho",1-06-20
"1636","12-011-1009","GAM","V","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS I","NC","20","Segundo","12","Derecho",1-09-20
"1637","12-011-1009","GAM","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA II","NC","20","Segundo","12","Derecho",1-09-20
"1638","12-011-1009","GAM","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA III","NC","20","Segundo","12","Derecho",1-09-20
"1639","12-011-1009","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","NC","20","Segundo","12","Derecho",1-09-20
"1640","12-011-1009","GAM","V","ACTIVO","SEMINARIO DE TESIS","C","21","Primer","12","Derecho",1-01-21
"1641","12-011-1009","GAM","V","ACTIVO","DERECHO INTERNACIONAL PUBLICO","C","21","Primer","12","Derecho",1-01-21
"1642","12-011-1009","GAM","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA III","NC","21","Primer","12","Derecho",1-01-21
"1643","12-011-1009","GAM","V","ACTIVO","DERECHO INTERNACIONAL DE LOS DERECHOS HUMANOS","C","21","Primer","12","Derecho",1-01-21
"1644","12-011-1009","GAM","V","ACTIVO","SISTEMA NO JURISDICCIONAL DE LOS DERECHOS HUMANOS","C","21","Primer","12","Derecho",1-01-21
"1645","12-011-1009","GAM","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA II","NC","21","Primer","12","Derecho",1-01-21
"1646","12-011-1009","GAM","V","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","NC","21","Primer","12","Derecho",1-01-21
"1647","12-011-1009","GAM","V","ACTIVO","LENGUAJE Y PENSAMIENTO III","C","21","Primer","12","Derecho",1-06-21
"1648","12-011-1009","GAM","V","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS I","C","21","Primer","12","Derecho",1-06-21
"1649","12-011-1009","GAM","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA III","C","21","Primer","12","Derecho",1-06-21
"1650","12-011-1009","GAM","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA II","NC","21","Primer","12","Derecho",1-06-21
"1651","12-011-1009","GAM","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA II","C","21","Segundo","12","Derecho",1-12-21
"1652","12-011-1009","GAM","V","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","C","21","Segundo","12","Derecho",1-12-21
"1653","12-011-1192","GAM","V","ACTIVO","DERECHOS HUMANOS","NC","20","Segundo","12","Derecho",1-09-20
"1654","12-011-1192","GAM","V","ACTIVO","DERECHO LABORAL","NC","20","Segundo","12","Derecho",1-09-20
"1655","12-011-1192","GAM","V","ACTIVO","INGLES I","NC","20","Segundo","12","Derecho",1-09-20
"1656","12-011-1192","GAM","V","ACTIVO","SEMINARIO DE TESIS","C","21","Primer","12","Derecho",1-01-21
"1657","12-011-1477","PESCER","M","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA III","NC","22","Primer","12","Derecho",1-06-22
"1658","12-011-1477","PESCER","M","ACTIVO","DERECHOS HUMANOS","NC","22","Primer","12","Derecho",1-06-22
"1659","12-011-1477","PESCER","M","ACTIVO","ESTUDIOS SOCIALES E HISTORICOS III","NC","22","Primer","12","Derecho",1-06-22
"1660","12-011-1477","PESCER","M","ACTIVO","INGLES II","NC","22","Primer","12","Derecho",1-06-22
"1661","12-011-1477","PESCER","M","ACTIVO","LENGUAJE Y PENSAMIENTO III","NC","22","Primer","12","Derecho",1-06-22
"1662","13-001-0053","GAM","V","ACTIVO","ELEMENTOS BASICOS DEL DERECHO","C","20","Primer","13","Derecho",1-06-20
"1663","13-001-0053","GAM","V","ACTIVO","TEORIA DEL ESTADO","C","21","Primer","13","Derecho",1-01-21
"1664","13-001-0053","GAM","V","ACTIVO","LEGALIDAD SOCIAL DEL DERECHO","C","21","Primer","13","Derecho",1-01-21
"1665","13-001-0053","GAM","V","ACTIVO","HISTORIA DEL DERECHO","C","21","Primer","13","Derecho",1-01-21
"1666","13-001-0053","GAM","V","ACTIVO","PERSONA Y FAMILIA","C","21","Primer","13","Derecho",1-06-21
"1667","13-001-0053","GAM","V","ACTIVO","DERECHO CONSTITUCIONAL","C","21","Primer","13","Derecho",1-06-21
"1668","13-001-0053","GAM","V","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","C","21","Segundo","13","Derecho",1-12-21
"1669","13-001-0053","GAM","V","ACTIVO","INGLES II","NC","22","Primer","13","Derecho",1-03-22
"1670","13-001-0053","GAM","V","ACTIVO","INGLES III","C","22","Primer","13","Derecho",1-03-22
"1671","13-001-0053","GAM","V","ACTIVO","INGLES I","C","22","Primer","13","Derecho",1-03-22
"1672","13-001-0053","SLT","V","ACTIVO","INGLES II","NC","22","Primer","13","Derecho",1-06-22
"1673","13-001-0109","GAM","V","ACTIVO","DERECHO FISCAL","NC","20","Primer","13","Derecho",1-06-20
"1674","13-001-0109","GAM","V","ACTIVO","DERECHO DE AMPARO","NC","20","Primer","13","Derecho",1-06-20
"1675","13-001-0109","GAM","V","ACTIVO","PERSONA Y FAMILIA","NC","20","Primer","13","Derecho",1-06-20
"1676","13-001-0109","GAM","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA II","NC","20","Primer","13","Derecho",1-06-20
"1677","13-001-0109","GAM","V","ACTIVO","DELIMITACIONES DEL OBJETO DE INVESTIGACION JURIDICA","C","20","Primer","13","Derecho",1-06-20
"1678","13-001-0109","GAM","V","ACTIVO","DERECHO FISCAL","C","20","Segundo","13","Derecho",1-09-20
"1679","13-001-0109","GAM","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA II","NC","20","Segundo","13","Derecho",1-09-20
"1680","13-001-0109","SLT","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA III","NC","20","Segundo","13","Derecho",1-09-20
"1681","13-001-0109","GAM","V","ACTIVO","OBLIGACIONES","C","20","Segundo","13","Derecho",1-09-20
"1682","13-001-0109","GAM","V","ACTIVO","PERSONA Y FAMILIA","C","20","Segundo","13","Derecho",1-09-20
"1683","13-001-0109","GAM","V","ACTIVO","DERECHO DE AMPARO","NC","20","Segundo","13","Derecho",1-09-20
"1684","13-001-0109","SLT","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA I","NC","20","Segundo","13","Derecho",1-09-20
"1685","13-001-0109","GAM","V","ACTIVO","SEMINARIO DE TESIS","C","21","Primer","13","Derecho",1-01-21
"1686","13-001-0109","GAM","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA II","NC","21","Primer","13","Derecho",1-01-21
"1687","13-001-0109","GAM","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA III","NC","21","Primer","13","Derecho",1-01-21
"1688","13-001-0109","GAM","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA I","NC","21","Primer","13","Derecho",1-01-21
"1689","13-001-0109","GAM","V","ACTIVO","DERECHO INTERNACIONAL DE LOS DERECHOS HUMANOS","C","21","Primer","13","Derecho",1-01-21
"1690","13-001-0109","GAM","V","ACTIVO","LECTURA DE TEXTOS EN INGLES II","NC","21","Primer","13","Derecho",1-01-21
"1691","13-001-0109","GAM","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA III","NC","21","Primer","13","Derecho",1-06-21
"1692","13-001-0109","CH","V","ACTIVO","LECTURA DE TEXTOS EN INGLES III","NC","21","Primer","13","Derecho",1-06-21
"1693","13-001-0109","CH","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA I","C","21","Primer","13","Derecho",1-06-21
"1694","13-001-0109","CH","V","ACTIVO","LECTURA DE TEXTOS EN INGLES II","NC","21","Primer","13","Derecho",1-06-21
"1695","13-001-0109","GAM","V","ACTIVO","DERECHO DE AMPARO","NC","21","Primer","13","Derecho",1-06-21
"1696","13-001-0109","GAM","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA II","NC","21","Primer","13","Derecho",1-06-21
"1697","13-001-0109","CH","V","ACTIVO","LECTURA DE TEXTOS EN INGLES II","NC","21","Segundo","13","Derecho",1-12-21
"1698","13-001-0109","CH","V","ACTIVO","LECTURA DE TEXTOS EN INGLES III","NC","21","Segundo","13","Derecho",1-12-21
"1699","13-001-0109","GAM","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA III","NC","21","Segundo","13","Derecho",1-12-21
"1700","13-001-0109","CH","V","ACTIVO","CULTURA CIENTIFICA Y HUMANISTICA II","C","21","Segundo","13","Derecho",1-12-21
"1701","13-003-0882","GAM","V","ACTIVO","TEORIA GENERAL DE LOS DERECHOS HUMANOS","NC","20","Primer","13","Derecho",1-06-20
